,three_pc_path_10y,with_transition_path_10y,alt_break_path_10y,no_crisis_path_10y,n_no_crisis
PATH x QT on 10Y Bund,0.3432211317391276,1.0398790218170781,0.9390567713429692,1.0222961535078983,82.0
