date,regime,QT,DE2Y,DE5Y,DE10Y,DE30Y,LEVEL,SLOPE,CURV,SPREAD_IT10Y,SPREAD_ES10Y,SPREAD_FR10Y,STOXX50,SX7E,EURUSD,TARGET,PATH,QE,shock_type
2015-01-22,QE,0.0,-2.2,-1.7,-12.7,-17.2,-5.533333333333334,-10.5,11.5,-2.3000000000000007,-1.25,-2.0,0.484450069633269,0.634829030945117,-1.18426417567355,0.054332615050816754,3.4066744178529156,-7.55530212003021,POLICY
2015-03-05,QE,0.0,0.6,-3.55,-4.35,-6.30000000000001,-2.433333333333333,-4.949999999999999,-3.3499999999999996,-2.0000000000000098,-1.5000000000000018,0.7999999999999896,-0.0658903807275735,-0.121745026873743,-0.294404270889514,0.13607238039468877,1.2913104456257356,-2.7554279191281124,INFORMATION
2015-04-15,QE,0.0,0.599999999999995,0.5,-0.700000000000001,-1.6,0.13333333333333133,-1.2999999999999958,1.1000000000000059,-1.450000000000009,-1.3500000000000187,-0.699999999999999,0.149348759673984,0.614075493173694,0.517550792966718,0.06332253919943119,0.9349569031847634,-0.36705118988375707,INFORMATION
2015-06-03,QE,0.0,1.25,3.4,7.600000000000009,10.45,4.083333333333337,6.350000000000009,-2.0500000000000096,2.6999999999999913,2.0999999999999703,1.0499999999999892,-0.319661970526575,-0.281366089191959,0.756816043756514,-0.043094253037262775,-3.652419216146381,5.479555040031505,POLICY
2015-07-16,QE,0.0,0.5,0.9500000000000011,1.7,1.69999999999999,1.0500000000000005,1.2,-0.2999999999999978,-1.600000000000011,-3.14999999999997,-0.24999999999998002,0.05540467279150359,0.13094312081412,0.0918189395148164,0.043548859242102764,-1.043743496369027,1.4966295731682489,INFORMATION
2015-09-03,QE,0.0,-1.45,-3.0,-2.8,0.6,-2.4166666666666665,-1.3499999999999999,-1.75,-1.7499999999999902,-1.55000000000003,-0.9000000000000101,0.9635311983673839,0.974368506737022,-0.755462791483905,0.0260542565739278,0.47822203731327084,-2.062998142248711,POLICY
2015-10-22,QE,0.0,-4.8,-5.0,-5.35,-3.85,-5.05,-0.5499999999999998,0.14999999999999947,-6.15,-5.6,-1.4000000000000004,2.00693573812121,1.70330036944044,-1.36117043097287,0.05712540978270309,-1.177319344096212,-3.741815840540709,POLICY
2015-12-03,QE,0.0,13.35,15.1,15.89,10.595,14.780000000000001,2.540000000000001,0.9600000000000009,9.7,5.41,2.8099999999999987,-3.64585351797242,-2.02575734626755,2.47215174154559,1.483309052917317,-0.39553869484399645,8.07264128322375,POLICY
2016-01-21,QE,0.0,-3.6,-4.18,-3.3,-0.8500000000000171,-3.693333333333333,0.30000000000000027,-1.46,-2.2049999999999805,-1.3999999999999906,-1.6650000000000098,0.400713909185058,0.9183152347555181,-0.59347355198146,-0.03139382949434007,-1.8730934469813743,-3.4003114700062924,POLICY
2016-03-10,QE,0.0,8.649999999999999,5.35,-2.9,-6.015000000000001,3.6999999999999993,-11.549999999999999,4.950000000000001,-2.3699999999999997,-3.0499999999999905,-0.8850000000000002,0.688633760156954,3.01733193227678,0.690064934730256,0.42954777149666196,2.1664404148811145,2.142547705742596,INFORMATION
2016-04-21,QE,0.0,0.850000000000001,0.700000000000001,0.900000000000001,0.905,0.8166666666666677,0.050000000000000044,-0.3500000000000001,0.14999999999999902,0.09999999999999898,-0.280000000000003,-0.248670697023989,-0.226131885968606,0.132426963821958,0.020057855678869266,-0.48367285131509485,0.809515806216686,POLICY
2016-06-02,QE,0.0,0.449999999999995,-1.3,-2.35,-2.08,-1.0666666666666684,-2.799999999999995,-0.6999999999999948,0.41999999999999016,-0.3999999999999897,0.44500000000000006,-0.451695280376896,-1.69366560348276,-0.295289015961596,0.019280528086606356,1.5547471946940445,-1.8427305132545475,INFORMATION
2016-07-21,QE,0.0,-0.6,-0.700000000000001,-0.7000000000000001,-0.659999999999994,-0.666666666666667,-0.10000000000000009,-0.10000000000000187,2.15,1.500000000000001,-0.039999999999998925,0.268560697187237,0.8301522278851611,0.0272368243546761,0.08661943549781546,0.23183714399169184,-0.17556256610150925,INFORMATION
2016-09-08,QE,0.0,2.65,3.49999999999999,1.3,-0.520000000000004,2.48333333333333,-1.3499999999999999,3.0499999999999803,5.49999999999998,3.1000000000000103,1.3150000000000002,-0.706778671544051,-0.6520654790373109,0.154904985720887,0.4016879705348854,0.13728384245087147,0.3412910261573178,POLICY
2016-10-20,QE,0.0,-0.5,-1.9,-3.9,-7.59500000000001,-2.1,-3.4,0.6000000000000001,2.05,2.05,-0.050000000000000266,0.09883986301630901,0.319265960107096,-0.323691271706572,0.003062002254800369,0.9753302134622591,-1.7116377753746472,POLICY
2016-12-08,QE,0.0,-3.49999999999999,-4.2,3.15,6.695000000000011,-1.5166666666666633,6.64999999999999,-8.050000000000011,-0.10000000000000009,0.3499999999999899,-1.0499999999999998,0.761089152288008,2.03135332827715,-1.38538027473521,0.3278464129057881,0.41554471853363967,-0.3956892437626615,INFORMATION
2017-01-19,QE,0.0,0.0,-0.700000000000001,-1.45,-1.02,-0.7166666666666669,-1.45,0.049999999999998046,0.3999999999999999,0.85,0.44999999999999996,0.353983744241937,0.7136590467268,-0.507710755890806,-0.06896979932212126,-0.1968928190981798,0.13860891791347263,POLICY
2017-03-09,QE,0.0,-1.6,1.5,2.65,2.03500000000001,0.85,4.25,1.9499999999999997,1.2000000000000002,-0.19999999999997975,1.05000000000001,0.392688205950087,1.20251766048032,0.28839582194724,-0.16626460525835055,-1.819758157934257,5.435765903175553,INFORMATION
2017-04-27,QE,0.0,-1.65,-2.4,-2.4,-1.79499999999999,-2.15,-0.75,-0.75,0.6000000000000199,1.1000000000000099,-0.8500000000000103,0.0252352487292384,0.135399448999163,-0.39070629554851,-0.006604012092024964,0.44181383881123415,-1.5214957687396828,POLICY
2017-06-08,QE,0.0,-1.249998807907104,-1.600000262260437,-2.099999785423279,-2.535009384155273,-1.6499996185302734,-0.8500009775161748,0.14999806880950883,-3.1500011682510376,-0.3000050783157353,-1.6899973154067993,-0.1699910003637228,-0.8055960453900113,-0.1870316593161059,0.012135005397961288,0.11110954128811468,-0.9266124905884878,INFORMATION
2017-07-20,QE,0.0,-1.100003719329834,-2.650000154972076,-2.599996328353882,-1.459991931915283,-2.1166667342185974,-1.4999926090240479,-1.6000002622604361,-5.349999666213989,-4.300004243850708,-1.9100069999694824,0.05605130358716792,0.3427007022056117,0.5723736533887552,-0.32807276694079585,-0.5832720860066445,0.4158321554799215,POLICY
2017-09-07,QE,0.0,-1.849997043609619,-2.750000357627869,-2.900001406669617,-2.149999141693115,-2.4999996026357016,-1.0500043630599982,-0.7500022649765019,-1.9499927759170528,-0.9999901056289668,-0.7149964570999137,0.05664905344069382,-0.00774180422427051,0.03338337554832371,0.04796417502631533,0.21230138036205431,-1.2266680838104431,INFORMATION
